Idade,Renda anual,Tipo residência,Tempo no emprego,Intenção de empréstimo,Valor do empréstimo,Taxa de juros,Histórico não pagamentos,Tempo histórico de crédito,Status do empréstimo
21,148512.0,ALUGUEL,0.0,EDUCAÇÃO,61880.0,13.11,S,2,0
22,80939.04,ALUGUEL,5.0,PAGAMENTO DE DIVIDAS,15470.0,6.91,N,2,0
23,380800.0,HIPOTECA,5.0,INVESTIMENTO,9520.0,7.9,N,4,1
24,195921.6,ALUGUEL,2.0,PAGAMENTO DE DIVIDAS,19040.0,,N,3,1
26,228480.0,PRÓPRIO,3.0,INVESTIMENTO,17136.0,13.49,N,4,1
23,261800.0,ALUGUEL,4.0,INVESTIMENTO,21420.0,8.49,N,3,1
25,209440.0,ALUGUEL,6.0,EDUCAÇÃO,83300.0,12.53,N,4,0
24,328440.0,ALUGUEL,3.0,INVESTIMENTO,66640.0,12.61,S,2,1
27,228480.0,ALUGUEL,2.0,EDUCAÇÃO,119000.0,10.59,S,5,0
26,371280.0,ALUGUEL,1.0,PAGAMENTO DE DIVIDAS,71400.0,12.42,N,3,0
36,318191.72,ALUGUEL,3.0,PESSOAL,47600.0,16.0,S,14,1
23,185640.0,ALUGUEL,7.0,PAGAMENTO DE DIVIDAS,10472.0,10.99,N,4,1
24,742560.0,HIPOTECA,8.0,EDUCAÇÃO,71400.0,10.25,N,3,1
28,380800.0,ALUGUEL,0.0,INVESTIMENTO,104720.0,9.76,N,9,1
26,120428.0,ALUGUEL,2.0,REFORMA,25704.0,16.02,S,2,0
24,166600.0,ALUGUEL,4.0,MÉDICO,23800.0,11.71,N,3,1
32,218960.0,ALUGUEL,4.0,MÉDICO,42840.0,7.51,N,9,1
36,290360.0,HIPOTECA,2.0,PAGAMENTO DE DIVIDAS,47600.0,10.25,N,12,1
21,157080.0,HIPOTECA,5.0,PESSOAL,37128.0,9.88,N,2,1
26,128667.56,ALUGUEL,2.0,INVESTIMENTO,28560.0,9.99,N,4,1
53,437920.0,HIPOTECA,7.0,PESSOAL,71400.0,11.12,N,22,1
26,137088.0,ALUGUEL,4.0,MÉDICO,33320.0,5.42,N,4,1
27,92810.48,ALUGUEL,3.0,REFORMA,45577.0,6.62,N,5,0
28,380819.03,HIPOTECA,2.0,INVESTIMENTO,108290.0,11.49,N,6,1
25,148512.0,PRÓPRIO,,REFORMA,19040.0,17.19,S,4,0
36,276080.0,ALUGUEL,18.0,INVESTIMENTO,23800.0,6.62,N,16,1
23,214200.0,ALUGUEL,0.0,MÉDICO,71400.0,,N,3,0
32,357000.0,HIPOTECA,5.0,PESSOAL,71400.0,13.57,N,6,1
23,297500.0,HIPOTECA,3.0,PAGAMENTO DE DIVIDAS,47600.0,15.7,N,3,0
23,161840.0,ALUGUEL,1.0,EDUCAÇÃO,71400.0,11.71,N,4,0
21,556920.0,HIPOTECA,3.0,PESSOAL,22848.0,14.54,N,4,1
35,280840.0,ALUGUEL,11.0,PAGAMENTO DE DIVIDAS,9520.0,13.48,S,7,1
27,382704.0,ALUGUEL,11.0,EDUCAÇÃO,49504.0,11.86,N,6,1
45,523600.0,HIPOTECA,5.0,PESSOAL,95200.0,11.11,N,16,1
28,285600.0,HIPOTECA,13.0,PAGAMENTO DE DIVIDAS,57120.0,5.79,N,8,1
32,257040.0,HIPOTECA,9.0,INVESTIMENTO,61880.0,12.53,S,10,1
22,321014.4,HIPOTECA,6.0,EDUCAÇÃO,26180.0,10.25,N,4,1
30,456960.0,HIPOTECA,14.0,REFORMA,28560.0,5.42,N,6,1
31,694960.0,HIPOTECA,12.0,EDUCAÇÃO,11900.0,16.7,N,9,1
21,145656.0,ALUGUEL,,PAGAMENTO DE DIVIDAS,33320.0,7.29,N,2,1
22,337960.0,ALUGUEL,5.0,MÉDICO,14280.0,14.65,N,4,1
26,276080.0,HIPOTECA,1.0,MÉDICO,119000.0,13.55,S,4,0
22,142800.0,HIPOTECA,4.0,EDUCAÇÃO,23800.0,11.89,N,4,0
30,271320.0,HIPOTECA,6.0,PESSOAL,19040.0,8.0,N,7,1
34,309400.0,ALUGUEL,3.0,REFORMA,95200.0,6.54,N,5,0
29,347480.0,HIPOTECA,7.0,REFORMA,57120.0,7.29,N,10,1
27,428400.0,ALUGUEL,0.0,MÉDICO,38080.0,10.99,N,10,1
33,285600.0,PRÓPRIO,,INVESTIMENTO,47600.0,13.98,N,7,1
23,176120.0,PRÓPRIO,6.0,MÉDICO,5355.0,5.79,N,3,1
37,209440.0,ALUGUEL,0.0,PESSOAL,8092.0,10.59,N,17,0
27,366520.0,HIPOTECA,0.0,EDUCAÇÃO,71400.0,17.74,S,6,0
27,333200.0,HIPOTECA,11.0,PESSOAL,14280.0,,S,8,1
23,257040.0,ALUGUEL,6.0,REFORMA,28560.0,16.45,N,2,0
30,485520.0,ALUGUEL,2.0,INVESTIMENTO,119000.0,9.62,N,8,1
23,207060.0,ALUGUEL,0.0,PESSOAL,49742.0,13.57,N,3,1
26,328440.0,HIPOTECA,10.0,PESSOAL,23800.0,14.17,N,4,1
23,671160.0,HIPOTECA,1.0,EDUCAÇÃO,71400.0,,N,4,1
28,480760.0,HIPOTECA,4.0,EDUCAÇÃO,23800.0,9.91,N,5,1
24,480093.6,HIPOTECA,8.0,REFORMA,28560.0,5.99,N,4,1
41,1815702.0,HIPOTECA,10.0,PESSOAL,166600.0,13.49,S,16,1
24,209440.0,ALUGUEL,1.0,PAGAMENTO DE DIVIDAS,19040.0,17.58,N,2,0
29,257040.0,HIPOTECA,8.0,MÉDICO,70448.0,15.31,S,10,0
30,309400.0,ALUGUEL,1.0,PESSOAL,57120.0,11.49,N,7,1
25,476000.0,HIPOTECA,9.0,MÉDICO,15589.0,5.42,N,2,1
25,247520.0,ALUGUEL,3.0,EDUCAÇÃO,34272.0,12.69,N,3,1
30,342720.0,HIPOTECA,8.0,PAGAMENTO DE DIVIDAS,22848.0,13.49,S,7,1
28,309400.0,HIPOTECA,6.0,PESSOAL,104720.0,15.65,N,5,1
22,261800.0,PRÓPRIO,0.0,INVESTIMENTO,4760.0,8.59,N,3,1
43,3712800.0,HIPOTECA,2.0,REFORMA,4760.0,8.94,N,11,1
27,123779.04,ALUGUEL,7.0,INVESTIMENTO,28560.0,7.14,N,5,1
21,118980.96,PRÓPRIO,5.0,INVESTIMENTO,23800.0,7.51,N,2,1
32,509339.03,HIPOTECA,6.0,INVESTIMENTO,19992.0,11.71,N,8,1
24,190400.0,HIPOTECA,8.0,EDUCAÇÃO,14280.0,15.65,N,2,1
24,57120.0,ALUGUEL,0.0,EDUCAÇÃO,22610.0,10.75,N,4,0
28,238000.0,ALUGUEL,4.0,PAGAMENTO DE DIVIDAS,71400.0,14.91,N,7,0
30,299880.0,ALUGUEL,9.0,PESSOAL,95200.0,13.92,S,9,0
23,628320.0,HIPOTECA,7.0,PESSOAL,42840.0,11.34,S,3,1
37,418880.0,HIPOTECA,21.0,INVESTIMENTO,57120.0,7.51,N,17,1
24,190400.0,ALUGUEL,0.0,EDUCAÇÃO,17136.0,10.59,N,2,1
39,956760.0,ALUGUEL,6.0,INVESTIMENTO,64260.0,11.49,N,16,1
22,556920.0,HIPOTECA,6.0,EDUCAÇÃO,52360.0,6.92,N,4,1
25,202319.05,ALUGUEL,0.0,MÉDICO,59976.0,11.26,N,3,1
22,387464.0,HIPOTECA,4.0,MÉDICO,40460.0,,N,2,1
25,91392.0,ALUGUEL,6.0,EDUCAÇÃO,19040.0,19.03,S,4,0
30,258944.0,HIPOTECA,3.0,MÉDICO,111860.0,6.91,N,7,0
38,595000.0,ALUGUEL,0.0,EDUCAÇÃO,57120.0,7.66,N,14,1
29,180880.0,ALUGUEL,0.0,MÉDICO,23800.0,11.36,N,5,1
23,129719.52,ALUGUEL,3.0,PESSOAL,27608.0,13.06,N,3,1
24,233240.0,HIPOTECA,2.0,INVESTIMENTO,95200.0,15.57,S,4,1
29,285600.0,HIPOTECA,7.0,PAGAMENTO DE DIVIDAS,71400.0,12.87,N,5,1
38,190400.0,ALUGUEL,19.0,INVESTIMENTO,57120.0,10.59,N,11,1
30,404580.97,HIPOTECA,4.0,PESSOAL,38080.0,12.69,N,7,1
29,385560.0,HIPOTECA,1.0,PAGAMENTO DE DIVIDAS,36890.0,9.32,N,10,1
33,537880.0,HIPOTECA,15.0,MÉDICO,23800.0,13.49,S,9,1
33,267036.0,PRÓPRIO,13.0,REFORMA,76160.0,6.03,N,8,1
24,233954.0,ALUGUEL,,EDUCAÇÃO,66640.0,11.71,N,3,1
23,266560.0,ALUGUEL,7.0,INVESTIMENTO,19040.0,15.23,S,4,1
23,238000.0,ALUGUEL,4.0,INVESTIMENTO,19040.0,14.96,N,3,1
22,159936.0,HIPOTECA,7.0,EDUCAÇÃO,51170.0,7.88,N,2,1
29,214200.0,PRÓPRIO,8.0,MÉDICO,38080.0,12.21,N,10,1
25,114240.0,ALUGUEL,9.0,MÉDICO,22610.0,10.38,N,4,1
42,295120.0,ALUGUEL,26.0,INVESTIMENTO,47600.0,8.49,N,14,1
41,102816.0,PRÓPRIO,1.0,EDUCAÇÃO,16660.0,13.61,S,13,1
45,171360.0,ALUGUEL,0.0,MÉDICO,47600.0,11.11,N,11,1
25,414120.0,HIPOTECA,4.0,INVESTIMENTO,61880.0,11.26,N,4,1
23,152320.0,ALUGUEL,0.0,EDUCAÇÃO,30940.0,7.88,N,4,1
22,101388.0,ALUGUEL,0.0,PAGAMENTO DE DIVIDAS,28560.0,15.96,S,3,1
29,104720.0,ALUGUEL,0.0,EDUCAÇÃO,38080.0,,N,7,0
26,317968.0,HIPOTECA,0.0,PESSOAL,11900.0,11.49,N,4,1
24,195160.0,HIPOTECA,1.0,MÉDICO,31416.0,10.71,N,2,0
25,571200.0,HIPOTECA,2.0,EDUCAÇÃO,61880.0,9.99,N,4,1
21,118980.96,ALUGUEL,2.0,MÉDICO,23800.0,16.45,N,4,0
26,521220.0,HIPOTECA,11.0,INVESTIMENTO,95200.0,17.56,N,2,1
34,380800.0,HIPOTECA,4.0,REFORMA,52360.0,10.99,N,6,1
49,276080.0,HIPOTECA,5.0,PESSOAL,76160.0,15.33,N,13,0
26,499800.0,HIPOTECA,2.0,PAGAMENTO DE DIVIDAS,28560.0,10.99,N,4,1
41,297500.0,HIPOTECA,17.0,REFORMA,23800.0,8.49,N,15,1
22,217489.16,HIPOTECA,5.0,INVESTIMENTO,33320.0,7.14,N,2,1
27,230860.0,ALUGUEL,1.0,INVESTIMENTO,83300.0,12.42,N,9,0
37,280840.0,ALUGUEL,2.0,EDUCAÇÃO,22848.0,14.54,S,14,0
29,297652.3,ALUGUEL,6.0,PESSOAL,42840.0,13.49,N,9,1
32,161840.0,HIPOTECA,4.0,REFORMA,35700.0,5.99,N,7,0
37,309419.03,HIPOTECA,5.0,MÉDICO,80920.0,11.26,N,13,1
24,309400.0,ALUGUEL,0.0,INVESTIMENTO,33320.0,11.83,N,3,1
32,499800.0,ALUGUEL,3.0,REFORMA,14280.0,,N,10,1
26,452200.0,ALUGUEL,4.0,PAGAMENTO DE DIVIDAS,22848.0,,N,4,1
33,168960.95,ALUGUEL,3.0,PESSOAL,28560.0,13.72,S,8,0
38,452200.0,HIPOTECA,5.0,EDUCAÇÃO,19040.0,9.63,N,12,1
23,238000.0,ALUGUEL,3.0,EDUCAÇÃO,19040.0,12.61,S,2,1
22,238000.0,PRÓPRIO,3.0,EDUCAÇÃO,28560.0,8.94,N,2,1
36,642600.0,HIPOTECA,1.0,INVESTIMENTO,11900.0,14.91,N,17,1
32,385560.0,HIPOTECA,1.0,PESSOAL,47600.0,10.37,N,10,1
30,314160.0,HIPOTECA,0.0,PAGAMENTO DE DIVIDAS,53312.0,9.32,N,9,1
23,334323.38,HIPOTECA,7.0,EDUCAÇÃO,41412.0,13.47,S,4,1
25,160888.0,HIPOTECA,2.0,EDUCAÇÃO,47600.0,15.31,N,4,1
43,142800.0,ALUGUEL,0.0,PESSOAL,54859.0,13.57,S,17,0
21,142800.0,ALUGUEL,5.0,PESSOAL,47600.0,11.99,N,3,0
24,223720.0,ALUGUEL,3.0,PESSOAL,114240.0,17.8,N,2,0
29,461720.0,ALUGUEL,4.0,PESSOAL,119000.0,10.37,N,10,1
28,423659.03,ALUGUEL,3.0,PESSOAL,85680.0,7.49,N,10,1
40,261800.0,PRÓPRIO,2.0,REFORMA,38080.0,11.36,N,17,1
22,91392.0,ALUGUEL,0.0,REFORMA,14280.0,,S,3,0
32,142800.0,ALUGUEL,1.0,PAGAMENTO DE DIVIDAS,65450.0,12.73,S,9,0
22,214200.0,ALUGUEL,1.0,EDUCAÇÃO,18802.0,6.92,N,4,1
31,372731.8,HIPOTECA,8.0,PESSOAL,47600.0,14.59,S,7,0
22,82595.52,HIPOTECA,,EDUCAÇÃO,10710.0,15.27,S,3,1
24,247520.0,ALUGUEL,6.0,PAGAMENTO DE DIVIDAS,47600.0,7.88,N,4,1
27,456960.0,ALUGUEL,7.0,REFORMA,35700.0,9.83,N,10,1
37,262923.38,HIPOTECA,9.0,INVESTIMENTO,30940.0,6.03,N,16,1
23,142800.0,ALUGUEL,6.0,EDUCAÇÃO,40460.0,13.49,N,2,1
26,285600.0,HIPOTECA,6.0,PESSOAL,14518.0,7.29,N,3,1
34,396032.0,HIPOTECA,3.0,PESSOAL,23800.0,14.79,S,8,1
29,238019.05,HIPOTECA,5.0,PESSOAL,47600.0,5.99,N,5,1
26,133199.08,HIPOTECA,7.0,PAGAMENTO DE DIVIDAS,28560.0,7.88,N,3,1
27,199920.0,HIPOTECA,2.0,INVESTIMENTO,95200.0,12.84,S,7,1
26,809200.0,HIPOTECA,0.0,INVESTIMENTO,95200.0,10.37,N,4,1
21,297342.9,ALUGUEL,0.0,MÉDICO,30940.0,,N,4,1
27,199920.0,PRÓPRIO,3.0,PESSOAL,40460.0,10.38,N,7,1
27,403552.8,HIPOTECA,5.0,INVESTIMENTO,85680.0,7.51,N,10,1
22,280840.0,ALUGUEL,4.0,MÉDICO,76160.0,16.32,N,3,0
28,494240.3,ALUGUEL,12.0,EDUCAÇÃO,114240.0,16.69,N,5,1
22,333200.0,ALUGUEL,6.0,EDUCAÇÃO,138516.0,15.99,N,3,0
40,295120.0,PRÓPRIO,5.0,PAGAMENTO DE DIVIDAS,22848.0,,N,16,1
37,952000.0,HIPOTECA,3.0,REFORMA,119000.0,10.75,N,11,1
21,242760.0,ALUGUEL,5.0,INVESTIMENTO,7616.0,15.62,N,4,0
69,176120.0,ALUGUEL,6.0,MÉDICO,51170.0,14.59,S,27,1
28,195160.0,ALUGUEL,1.0,MÉDICO,42840.0,9.88,N,8,1
32,285600.0,ALUGUEL,3.0,REFORMA,19040.0,10.99,N,10,1
28,166619.05,HIPOTECA,3.0,REFORMA,76160.0,13.23,S,9,1
26,214200.0,ALUGUEL,4.0,MÉDICO,47600.0,14.11,S,2,1
30,218960.0,PRÓPRIO,10.0,REFORMA,53312.0,14.27,S,10,1
24,228480.0,PRÓPRIO,8.0,INVESTIMENTO,10472.0,15.27,S,4,1
22,390320.0,HIPOTECA,3.0,PESSOAL,39508.0,11.46,N,3,1
25,404600.0,HIPOTECA,4.0,INVESTIMENTO,95200.0,13.92,N,3,1
24,352240.0,ALUGUEL,0.0,PESSOAL,21420.0,12.18,N,4,1
23,218960.0,HIPOTECA,7.0,PESSOAL,23800.0,6.62,N,3,1
25,618800.0,ALUGUEL,3.0,REFORMA,9520.0,6.99,N,4,1
23,257040.0,ALUGUEL,2.0,PESSOAL,95200.0,11.12,N,2,0
31,347480.0,HIPOTECA,3.0,PAGAMENTO DE DIVIDAS,71400.0,,N,9,1
28,171360.0,ALUGUEL,1.0,PAGAMENTO DE DIVIDAS,19040.0,12.42,N,10,1
24,357952.0,PRÓPRIO,5.0,EDUCAÇÃO,30940.0,7.14,N,2,1
26,142800.0,HIPOTECA,0.0,INVESTIMENTO,16660.0,8.0,N,4,1
25,247520.0,ALUGUEL,9.0,EDUCAÇÃO,47600.0,,N,2,1
32,428400.0,HIPOTECA,16.0,EDUCAÇÃO,101864.0,15.23,S,5,1
34,295120.0,HIPOTECA,18.0,INVESTIMENTO,133280.0,11.71,N,7,1
22,261800.0,HIPOTECA,6.0,EDUCAÇÃO,6664.0,13.49,S,3,1
24,257516.0,ALUGUEL,5.0,INVESTIMENTO,21420.0,7.14,N,2,1
23,185640.0,ALUGUEL,1.0,PESSOAL,57120.0,10.99,N,2,0
22,280840.0,HIPOTECA,3.0,PAGAMENTO DE DIVIDAS,94010.0,14.11,S,3,0
26,514080.0,HIPOTECA,9.0,REFORMA,87108.0,,N,3,1
23,182784.0,ALUGUEL,7.0,PESSOAL,19040.0,10.59,N,2,1
30,1770720.0,PRÓPRIO,,REFORMA,11424.0,10.99,N,5,1
24,201348.0,ALUGUEL,8.0,PESSOAL,71400.0,11.99,N,4,0
29,285600.0,HIPOTECA,2.0,REFORMA,7140.0,6.03,N,9,1
25,257040.0,ALUGUEL,0.0,REFORMA,47600.0,15.23,N,4,0
25,300489.28,ALUGUEL,,INVESTIMENTO,7140.0,7.49,N,2,1
26,321300.0,ALUGUEL,1.0,MÉDICO,23800.0,12.18,N,3,1
22,185640.0,PRÓPRIO,6.0,MÉDICO,4760.0,,N,2,1
22,171360.0,ALUGUEL,1.0,PAGAMENTO DE DIVIDAS,28560.0,12.68,N,4,1
32,85680.0,PRÓPRIO,0.0,INVESTIMENTO,22610.0,7.88,N,6,0
22,174216.0,HIPOTECA,2.0,INVESTIMENTO,47362.0,7.29,N,3,1
24,309400.0,PRÓPRIO,8.0,INVESTIMENTO,57120.0,6.17,N,4,1
23,437920.0,HIPOTECA,7.0,MÉDICO,85680.0,12.68,S,2,1
29,137088.0,ALUGUEL,4.0,PAGAMENTO DE DIVIDAS,51170.0,7.51,N,10,0
27,714000.0,HIPOTECA,11.0,PESSOAL,119000.0,10.36,N,7,1
24,514080.0,HIPOTECA,1.0,PAGAMENTO DE DIVIDAS,119000.0,13.99,S,2,0
38,171360.0,HIPOTECA,14.0,INVESTIMENTO,85680.0,10.38,N,13,1
23,261800.0,ALUGUEL,5.0,PESSOAL,17136.0,5.99,N,3,1
22,74256.0,ALUGUEL,5.0,INVESTIMENTO,15232.0,17.93,N,4,0
32,205632.0,HIPOTECA,7.0,REFORMA,71400.0,7.91,N,7,1
38,185640.0,ALUGUEL,1.0,EDUCAÇÃO,23800.0,17.74,N,17,0
33,290360.0,ALUGUEL,0.0,REFORMA,28560.0,10.39,N,9,1
33,466480.0,ALUGUEL,2.0,REFORMA,95200.0,6.91,N,7,1
23,168980.0,ALUGUEL,2.0,REFORMA,42840.0,15.99,S,2,0
33,480760.0,HIPOTECA,8.0,REFORMA,23800.0,7.49,N,7,1
22,148512.0,ALUGUEL,7.0,EDUCAÇÃO,57120.0,10.99,N,2,0
23,371280.0,HIPOTECA,7.0,INVESTIMENTO,21896.0,7.66,N,3,1
24,309400.0,HIPOTECA,3.0,EDUCAÇÃO,38080.0,5.99,N,2,1
23,209440.0,HIPOTECA,2.0,INVESTIMENTO,9520.0,7.4,N,4,1
31,142876.16,PRÓPRIO,3.0,REFORMA,52360.0,8.94,N,10,1
22,476000.0,HIPOTECA,6.0,EDUCAÇÃO,71400.0,7.49,N,2,1
26,133280.0,ALUGUEL,8.0,EDUCAÇÃO,31535.0,12.92,N,2,1
28,218960.0,HIPOTECA,12.0,EDUCAÇÃO,28560.0,8.0,N,7,1
60,714000.0,HIPOTECA,1.0,PESSOAL,47600.0,5.79,N,18,1
29,79968.0,ALUGUEL,4.0,PESSOAL,23800.0,6.92,N,7,0
25,238000.0,ALUGUEL,0.0,EDUCAÇÃO,52360.0,12.53,N,2,1
22,285600.0,ALUGUEL,2.0,PESSOAL,14280.0,11.89,N,4,1
23,171360.0,ALUGUEL,1.0,MÉDICO,23800.0,13.22,N,4,1
25,294924.84,ALUGUEL,9.0,MÉDICO,119000.0,12.73,N,2,0
23,195160.0,ALUGUEL,7.0,EDUCAÇÃO,22372.0,7.9,N,4,1
22,133280.0,HIPOTECA,6.0,PESSOAL,47600.0,10.99,N,3,1
24,523600.0,ALUGUEL,4.0,PAGAMENTO DE DIVIDAS,61880.0,8.9,N,2,1
37,128691.36,ALUGUEL,2.0,INVESTIMENTO,23800.0,11.49,N,11,1
21,416500.0,PRÓPRIO,5.0,EDUCAÇÃO,57120.0,,N,2,1
33,414691.2,HIPOTECA,10.0,PESSOAL,13566.0,7.51,N,7,1
30,333200.0,HIPOTECA,15.0,PESSOAL,58310.0,7.51,N,6,1
22,73113.6,PRÓPRIO,7.0,REFORMA,11900.0,12.53,N,3,0
32,180880.0,ALUGUEL,3.0,PAGAMENTO DE DIVIDAS,30226.0,5.79,N,8,1
30,48552.0,PRÓPRIO,,REFORMA,26180.0,10.36,N,8,0
25,230860.0,OUTRO,1.0,PESSOAL,92820.0,15.57,N,3,0
31,452200.0,HIPOTECA,1.0,REFORMA,62832.0,12.99,S,8,1
42,464576.0,ALUGUEL,0.0,EDUCAÇÃO,33320.0,8.9,N,13,1
30,166619.05,ALUGUEL,3.0,PESSOAL,17136.0,12.73,S,6,1
31,480760.0,HIPOTECA,6.0,PESSOAL,57120.0,9.63,N,7,1
25,374136.0,ALUGUEL,0.0,PAGAMENTO DE DIVIDAS,39984.0,13.48,S,3,1
48,93448.32,ALUGUEL,19.0,PESSOAL,9520.0,13.47,S,12,1
23,380800.0,HIPOTECA,6.0,EDUCAÇÃO,42840.0,7.49,N,4,1
23,333200.0,ALUGUEL,2.0,EDUCAÇÃO,97580.0,13.16,S,3,1
23,233240.0,HIPOTECA,7.0,MÉDICO,11424.0,7.66,N,3,1
22,238000.0,ALUGUEL,6.0,EDUCAÇÃO,52360.0,13.49,S,4,1
23,214200.0,ALUGUEL,0.0,INVESTIMENTO,21420.0,9.25,N,4,1
50,326574.1,ALUGUEL,21.0,INVESTIMENTO,35700.0,10.33,N,15,1
22,304640.0,ALUGUEL,0.0,PESSOAL,38080.0,14.84,N,2,0
24,333200.0,ALUGUEL,4.0,INVESTIMENTO,68544.0,12.68,N,4,1
27,307020.0,HIPOTECA,6.0,INVESTIMENTO,114240.0,11.83,N,5,1
24,485520.0,HIPOTECA,8.0,INVESTIMENTO,95200.0,10.25,N,3,1
32,296152.9,HIPOTECA,2.0,MÉDICO,28560.0,14.27,S,6,1
23,476380.8,HIPOTECA,7.0,PESSOAL,98056.0,12.53,N,4,1
44,323680.0,ALUGUEL,7.0,EDUCAÇÃO,24514.0,7.9,N,14,1
31,285600.0,HIPOTECA,15.0,PAGAMENTO DE DIVIDAS,24276.0,10.75,N,8,1
30,501704.0,ALUGUEL,1.0,PAGAMENTO DE DIVIDAS,114240.0,13.11,S,6,1
24,173740.0,HIPOTECA,3.0,EDUCAÇÃO,11900.0,10.37,N,3,1
23,197520.95,PRÓPRIO,4.0,INVESTIMENTO,34272.0,,N,2,1
21,261800.0,ALUGUEL,1.0,EDUCAÇÃO,35700.0,7.88,N,2,1
24,274437.8,HIPOTECA,7.0,MÉDICO,47243.0,15.58,N,2,0
33,380800.0,ALUGUEL,4.0,EDUCAÇÃO,35700.0,5.42,N,10,1
26,428400.0,ALUGUEL,1.0,PAGAMENTO DE DIVIDAS,34272.0,9.91,N,2,1
40,299880.0,ALUGUEL,2.0,REFORMA,62118.0,11.48,N,15,1
24,266579.03,ALUGUEL,2.0,MÉDICO,66640.0,12.61,N,2,1
48,185640.0,ALUGUEL,7.0,MÉDICO,27608.0,14.54,N,15,0
30,523600.0,ALUGUEL,5.0,INVESTIMENTO,95200.0,14.11,S,5,1
22,154224.0,HIPOTECA,,PESSOAL,23800.0,7.49,N,3,1
25,114240.0,HIPOTECA,0.0,PAGAMENTO DE DIVIDAS,28560.0,13.49,S,3,1
28,238000.0,HIPOTECA,3.0,INVESTIMENTO,23800.0,7.74,N,9,1
25,285600.0,ALUGUEL,0.0,MÉDICO,5712.0,7.66,N,3,1
29,166600.0,PRÓPRIO,11.0,MÉDICO,19992.0,12.99,S,7,1
26,290360.0,HIPOTECA,8.0,MÉDICO,99960.0,,N,2,1
23,618800.0,HIPOTECA,7.0,EDUCAÇÃO,23800.0,5.79,N,4,1
26,119000.0,ALUGUEL,4.0,MÉDICO,30940.0,14.09,S,2,0
26,222768.0,HIPOTECA,3.0,REFORMA,60571.0,12.42,N,2,1
30,304640.0,HIPOTECA,,PAGAMENTO DE DIVIDAS,47600.0,10.25,N,8,0
33,466480.0,ALUGUEL,2.0,EDUCAÇÃO,95200.0,6.91,N,5,1
26,161840.0,ALUGUEL,3.0,PESSOAL,26180.0,16.89,S,2,1
23,190400.0,HIPOTECA,7.0,INVESTIMENTO,61880.0,9.99,N,3,1
36,3941280.0,HIPOTECA,3.0,REFORMA,19992.0,,N,16,1
24,166600.0,ALUGUEL,3.0,INVESTIMENTO,39984.0,12.87,S,4,1
30,297480.97,HIPOTECA,14.0,PESSOAL,15232.0,,N,8,1
31,357000.0,ALUGUEL,4.0,REFORMA,85680.0,8.9,N,6,1
33,326098.1,ALUGUEL,17.0,INVESTIMENTO,33320.0,8.0,N,10,1
22,285600.0,ALUGUEL,0.0,EDUCAÇÃO,66640.0,12.73,N,2,1
31,666400.0,HIPOTECA,2.0,REFORMA,52360.0,10.0,N,8,1
28,437920.0,HIPOTECA,12.0,INVESTIMENTO,116620.0,18.3,N,7,1
22,302260.0,HIPOTECA,3.0,EDUCAÇÃO,33320.0,,N,2,1
30,228480.0,HIPOTECA,12.0,PESSOAL,71400.0,,N,9,1
24,232821.12,ALUGUEL,0.0,MÉDICO,95200.0,11.66,N,4,0
32,428400.0,HIPOTECA,2.0,PESSOAL,119000.0,11.36,N,9,1
24,271320.0,ALUGUEL,1.0,MÉDICO,14280.0,7.88,N,3,1
34,190400.0,ALUGUEL,2.0,PESSOAL,71400.0,,N,6,0
23,266560.0,HIPOTECA,4.0,EDUCAÇÃO,14280.0,6.76,N,3,1
48,154700.0,ALUGUEL,0.0,INVESTIMENTO,9520.0,17.27,N,16,0
21,142800.0,ALUGUEL,0.0,EDUCAÇÃO,19992.0,6.92,N,4,1
23,52360.0,PRÓPRIO,0.0,PESSOAL,6664.0,9.32,N,3,1
33,119000.0,HIPOTECA,0.0,PAGAMENTO DE DIVIDAS,14280.0,12.53,S,6,1
26,309400.0,HIPOTECA,3.0,REFORMA,57120.0,10.99,N,4,1
23,142800.0,ALUGUEL,1.0,EDUCAÇÃO,6902.0,15.58,S,3,0
23,407436.97,HIPOTECA,5.0,INVESTIMENTO,28560.0,10.0,N,2,1
23,452200.0,HIPOTECA,7.0,EDUCAÇÃO,166600.0,7.9,N,2,1
38,298409.16,PRÓPRIO,17.0,INVESTIMENTO,28560.0,13.49,S,13,1
30,309419.03,HIPOTECA,6.0,PESSOAL,33796.0,8.0,N,10,1
39,476000.0,HIPOTECA,0.0,INVESTIMENTO,28560.0,14.11,N,16,1
23,133280.0,ALUGUEL,0.0,EDUCAÇÃO,41412.0,6.03,N,2,0
27,209440.0,HIPOTECA,3.0,PAGAMENTO DE DIVIDAS,114240.0,8.88,N,9,0
31,609280.0,ALUGUEL,2.0,INVESTIMENTO,142800.0,16.29,N,10,0
25,315588.0,ALUGUEL,3.0,MÉDICO,33320.0,9.25,N,3,0
29,714000.0,ALUGUEL,9.0,REFORMA,71400.0,16.32,S,5,1
26,259791.28,PRÓPRIO,10.0,REFORMA,115430.0,12.18,N,4,1
26,333200.0,HIPOTECA,5.0,MÉDICO,22848.0,,S,4,1
21,95200.0,ALUGUEL,2.0,INVESTIMENTO,45220.0,8.9,N,4,0
24,285600.0,ALUGUEL,1.0,MÉDICO,47600.0,,N,3,1
24,223720.0,HIPOTECA,3.0,REFORMA,57120.0,12.21,N,4,1
