Idade,Renda anual,Tipo residência,Tempo no emprego,Intenção de empréstimo,Valor do empréstimo,Taxa de juros,Status do empréstimo,Histórico não pagamentos,Tempo histórico de crédito
24,383132.4,ALUGUEL,8.0,REFORMA,28560.0,10.59,1,N,3
22,238019.04,HIPOTECA,0.0,EDUCAÇÃO,57120.0,7.37,1,N,2
22,209459.04,HIPOTECA,0.0,PAGAMENTO DE DIVIDAS,52360.0,15.68,0,N,4
23,383689.32,ALUGUEL,2.0,MÉDICO,28560.0,12.21,1,N,2
25,390320.0,ALUGUEL,5.0,MÉDICO,28560.0,,1,N,3
23,238019.04,HIPOTECA,7.0,PESSOAL,28560.0,,1,N,3
22,238019.04,HIPOTECA,6.0,EDUCAÇÃO,11900.0,12.53,1,N,2
26,238019.04,HIPOTECA,10.0,EDUCAÇÃO,23800.0,9.32,1,N,2
25,390320.0,ALUGUEL,0.0,PESSOAL,28560.0,9.91,1,N,2
26,390320.0,ALUGUEL,8.0,REFORMA,28560.0,7.88,1,N,3
23,238019.04,HIPOTECA,8.0,EDUCAÇÃO,9520.0,11.91,1,S,2
26,238019.04,PRÓPRIO,2.0,REFORMA,52360.0,13.87,1,S,4
23,399621.04,ALUGUEL,7.0,EDUCAÇÃO,28560.0,,1,N,2
23,399840.0,ALUGUEL,5.0,INVESTIMENTO,28560.0,6.99,1,N,3
21,238147.56,HIPOTECA,5.0,PESSOAL,9520.0,5.99,1,N,2
25,399840.0,ALUGUEL,2.0,INVESTIMENTO,28560.0,8.94,1,N,2
23,238247.52,PRÓPRIO,8.0,PESSOAL,71400.0,9.63,1,N,4
24,404580.96,ALUGUEL,1.0,MÉDICO,28560.0,6.03,1,N,3
24,238533.12,PRÓPRIO,,PESSOAL,4760.0,5.42,1,N,2
23,238614.04,HIPOTECA,7.0,INVESTIMENTO,54264.0,7.29,1,N,2
25,404600.0,ALUGUEL,4.0,MÉDICO,28560.0,10.0,1,N,3
23,238975.8,HIPOTECA,7.0,PAGAMENTO DE DIVIDAS,25228.0,5.42,1,N,4
25,347480.0,ALUGUEL,2.0,PAGAMENTO DE DIVIDAS,28560.0,14.96,0,N,4
21,409360.0,ALUGUEL,5.0,EDUCAÇÃO,28560.0,10.0,1,N,4
25,239332.8,HIPOTECA,0.0,REFORMA,47600.0,9.63,1,N,2
22,239356.6,HIPOTECA,6.0,PAGAMENTO DE DIVIDAS,33320.0,13.11,1,S,4
25,239428.0,HIPOTECA,3.0,REFORMA,4760.0,18.39,1,S,3
22,409360.0,ALUGUEL,6.0,MÉDICO,28560.0,5.42,1,N,3
22,239732.64,HIPOTECA,6.0,EDUCAÇÃO,28560.0,6.03,1,N,3
23,239904.0,HIPOTECA,7.0,EDUCAÇÃO,39865.0,7.51,1,N,2
26,239904.0,HIPOTECA,3.0,REFORMA,114240.0,9.91,1,N,3
22,239904.0,HIPOTECA,0.0,INVESTIMENTO,57120.0,7.9,1,N,3
25,239904.0,HIPOTECA,4.0,INVESTIMENTO,14280.0,14.65,1,N,3
22,357000.0,ALUGUEL,6.0,EDUCAÇÃO,28560.0,,0,N,2
24,427314.72,ALUGUEL,8.0,MÉDICO,28560.0,13.92,1,S,3
25,428400.0,ALUGUEL,9.0,REFORMA,28560.0,13.49,1,N,4
26,371280.0,ALUGUEL,5.0,PESSOAL,28560.0,12.68,0,N,2
25,211344.0,HIPOTECA,9.0,INVESTIMENTO,28560.0,12.99,0,N,4
23,239904.0,PRÓPRIO,7.0,EDUCAÇÃO,33320.0,15.99,1,N,2
23,239904.0,HIPOTECA,7.0,EDUCAÇÃO,11900.0,10.99,1,N,4
23,239904.0,HIPOTECA,4.0,INVESTIMENTO,53312.0,7.42,1,N,3
25,428400.0,ALUGUEL,4.0,REFORMA,28560.0,7.88,1,N,3
23,428400.0,ALUGUEL,3.0,PESSOAL,28560.0,10.25,1,N,3
24,379134.0,ALUGUEL,4.0,PESSOAL,28560.0,16.35,0,S,3
23,437920.0,ALUGUEL,4.0,INVESTIMENTO,28560.0,12.42,1,N,3
26,385560.0,ALUGUEL,10.0,PESSOAL,28560.0,7.51,0,N,2
25,239904.0,HIPOTECA,5.0,REFORMA,57120.0,9.62,1,N,4
22,239904.0,HIPOTECA,6.0,EDUCAÇÃO,57120.0,14.09,1,N,2
25,239904.0,HIPOTECA,,REFORMA,28560.0,7.14,1,N,4
26,452200.0,ALUGUEL,0.0,MÉDICO,28560.0,10.99,1,N,2
24,452200.0,ALUGUEL,3.0,REFORMA,28560.0,10.99,1,N,4
25,239904.0,PRÓPRIO,0.0,REFORMA,28560.0,14.59,1,N,2
26,239904.0,PRÓPRIO,0.0,INVESTIMENTO,32011.0,10.62,1,N,4
25,456960.0,ALUGUEL,0.0,REFORMA,28560.0,6.99,1,N,4
24,459340.0,ALUGUEL,0.0,PAGAMENTO DE DIVIDAS,28560.0,7.66,1,N,2
26,466480.0,ALUGUEL,8.0,PAGAMENTO DE DIVIDAS,28560.0,10.99,1,N,3
25,476000.0,ALUGUEL,0.0,PESSOAL,28560.0,5.42,1,N,4
21,240189.6,PRÓPRIO,4.0,INVESTIMENTO,28560.0,13.49,1,N,3
24,240360.96,HIPOTECA,3.0,PESSOAL,14280.0,11.99,1,N,3
22,476000.0,ALUGUEL,6.0,EDUCAÇÃO,28560.0,11.99,1,N,4
22,476000.0,ALUGUEL,3.0,EDUCAÇÃO,28560.0,12.98,1,S,2
25,476000.0,ALUGUEL,9.0,PESSOAL,28560.0,14.42,1,S,3
26,437920.0,ALUGUEL,0.0,INVESTIMENTO,28560.0,15.58,0,N,3
22,499800.0,ALUGUEL,4.0,INVESTIMENTO,28560.0,9.99,1,N,2
22,240380.0,PRÓPRIO,6.0,INVESTIMENTO,28560.0,11.83,1,N,2
22,442680.0,ALUGUEL,6.0,REFORMA,28560.0,8.94,0,N,4
22,502180.0,ALUGUEL,6.0,EDUCAÇÃO,28560.0,11.99,1,N,4
23,452200.0,ALUGUEL,7.0,PAGAMENTO DE DIVIDAS,28560.0,16.49,0,N,4
23,240418.08,PRÓPRIO,8.0,PESSOAL,35700.0,10.83,1,N,4
24,523600.0,ALUGUEL,0.0,PESSOAL,28560.0,,1,N,4
25,240856.0,PRÓPRIO,3.0,PESSOAL,14280.0,7.51,1,N,2
26,241084.48,HIPOTECA,8.0,PESSOAL,38080.0,6.76,1,N,4
24,241332.0,HIPOTECA,8.0,EDUCAÇÃO,21420.0,8.9,1,N,4
24,571200.0,ALUGUEL,0.0,PESSOAL,28560.0,10.99,1,N,3
26,571200.0,ALUGUEL,10.0,INVESTIMENTO,28560.0,9.88,1,N,2
26,595000.0,ALUGUEL,3.0,EDUCAÇÃO,28560.0,12.53,1,N,2
26,666400.0,ALUGUEL,2.0,PAGAMENTO DE DIVIDAS,28560.0,11.36,1,N,4
25,714000.0,ALUGUEL,3.0,REFORMA,28560.0,13.48,1,N,2
22,241570.0,HIPOTECA,2.0,MÉDICO,47600.0,9.63,1,N,4
26,180880.0,ALUGUEL,0.0,PAGAMENTO DE DIVIDAS,28679.0,10.99,1,N,3
23,199920.0,ALUGUEL,7.0,EDUCAÇÃO,28679.0,9.63,1,N,4
22,242284.0,HIPOTECA,6.0,PAGAMENTO DE DIVIDAS,104720.0,,1,S,3
22,285600.0,ALUGUEL,0.0,INVESTIMENTO,28679.0,,1,N,3
25,238000.0,ALUGUEL,9.0,REFORMA,28917.0,10.0,1,N,2
25,242702.88,PRÓPRIO,9.0,REFORMA,19992.0,9.99,1,N,3
22,242760.0,PRÓPRIO,0.0,INVESTIMENTO,76160.0,7.9,1,N,3
25,91392.0,ALUGUEL,3.0,PAGAMENTO DE DIVIDAS,29274.0,11.46,0,N,3
24,169993.88,ALUGUEL,1.0,MÉDICO,29274.0,11.03,1,S,3
24,214200.0,HIPOTECA,0.0,INVESTIMENTO,50575.0,14.27,0,S,2
24,368352.6,ALUGUEL,5.0,PAGAMENTO DE DIVIDAS,29274.0,5.99,1,N,4
23,242760.0,HIPOTECA,5.0,PAGAMENTO DE DIVIDAS,19040.0,6.03,1,N,2
23,242760.0,HIPOTECA,7.0,INVESTIMENTO,47600.0,6.03,1,N,3
23,91392.0,ALUGUEL,1.0,MÉDICO,29512.0,19.82,0,N,3
26,242760.0,HIPOTECA,11.0,REFORMA,42840.0,9.99,1,N,3
26,95200.0,ALUGUEL,9.0,EDUCAÇÃO,29512.0,5.99,0,N,4
23,242760.0,PRÓPRIO,7.0,PESSOAL,28560.0,5.42,1,N,4
24,123760.0,ALUGUEL,2.0,REFORMA,29512.0,14.11,0,N,4
22,242760.0,HIPOTECA,3.0,PAGAMENTO DE DIVIDAS,47600.0,8.49,1,N,3
22,138059.04,ALUGUEL,6.0,PAGAMENTO DE DIVIDAS,29512.0,15.23,1,S,4
22,142800.0,ALUGUEL,3.0,EDUCAÇÃO,29512.0,,1,S,3
21,242760.0,HIPOTECA,5.0,EDUCAÇÃO,61880.0,,1,N,3
26,190380.96,ALUGUEL,2.0,PAGAMENTO DE DIVIDAS,29512.0,13.79,1,N,2
22,190400.0,ALUGUEL,2.0,EDUCAÇÃO,29512.0,12.69,1,N,3
23,202300.0,ALUGUEL,1.0,PESSOAL,29512.0,13.92,1,N,2
22,214200.0,ALUGUEL,7.0,EDUCAÇÃO,29512.0,13.79,1,N,3
23,242760.0,HIPOTECA,2.0,PESSOAL,38080.0,7.49,1,N,3
26,242760.0,HIPOTECA,2.0,MÉDICO,19040.0,5.99,1,N,4
22,219912.0,ALUGUEL,5.0,EDUCAÇÃO,29512.0,12.42,1,N,3
25,240884.56,ALUGUEL,3.0,MÉDICO,29512.0,,1,N,4
26,242760.0,HIPOTECA,10.0,MÉDICO,75327.0,6.99,1,N,3
25,242760.0,HIPOTECA,6.0,EDUCAÇÃO,14280.0,13.99,1,N,2
23,242760.0,HIPOTECA,2.0,PAGAMENTO DE DIVIDAS,11424.0,7.49,1,N,3
22,218960.0,ALUGUEL,1.0,PAGAMENTO DE DIVIDAS,29512.0,,0,N,4
23,266560.0,ALUGUEL,4.0,PESSOAL,29512.0,8.49,1,N,2
23,285600.0,ALUGUEL,1.0,PAGAMENTO DE DIVIDAS,29512.0,10.65,1,N,3
25,242760.0,HIPOTECA,0.0,PESSOAL,19992.0,7.29,1,N,2
26,242760.0,HIPOTECA,3.0,PAGAMENTO DE DIVIDAS,57120.0,7.29,1,N,4
23,214200.0,HIPOTECA,6.0,MÉDICO,23800.0,10.74,0,N,2
23,309400.0,ALUGUEL,8.0,PESSOAL,29512.0,,1,N,2
25,242760.0,HIPOTECA,6.0,PESSOAL,79730.0,16.4,1,N,4
24,309400.0,ALUGUEL,0.0,INVESTIMENTO,29512.0,8.9,1,N,2
26,328440.0,ALUGUEL,7.0,EDUCAÇÃO,29512.0,7.88,1,N,3
22,242760.0,HIPOTECA,6.0,MÉDICO,28560.0,5.79,1,N,2
26,242760.0,HIPOTECA,2.0,PAGAMENTO DE DIVIDAS,57120.0,6.17,1,N,4
22,342720.0,ALUGUEL,4.0,PESSOAL,29512.0,5.99,1,N,2
25,242760.0,HIPOTECA,7.0,PAGAMENTO DE DIVIDAS,36176.0,12.23,1,N,3
23,214200.0,ALUGUEL,0.0,INVESTIMENTO,29631.0,11.54,1,S,4
21,301070.0,ALUGUEL,2.0,PESSOAL,29631.0,10.99,1,N,4
22,242760.0,HIPOTECA,6.0,PESSOAL,33320.0,11.12,1,N,3
23,242760.0,HIPOTECA,7.0,MÉDICO,47600.0,7.14,1,N,2
23,70914.48,ALUGUEL,,INVESTIMENTO,29750.0,15.27,0,N,2
22,76160.0,ALUGUEL,,INVESTIMENTO,29750.0,9.91,0,N,2
24,242760.0,PRÓPRIO,8.0,REFORMA,42840.0,7.14,1,N,3
22,91392.0,ALUGUEL,2.0,PAGAMENTO DE DIVIDAS,29750.0,7.51,0,N,3
25,91392.0,ALUGUEL,4.0,EDUCAÇÃO,29750.0,15.31,0,S,2
24,242760.0,PRÓPRIO,6.0,INVESTIMENTO,28560.0,10.75,1,N,2
23,91630.0,ALUGUEL,1.0,REFORMA,29750.0,16.82,0,S,4
22,242760.0,HIPOTECA,3.0,INVESTIMENTO,61880.0,13.48,1,S,3
22,95200.0,ALUGUEL,3.0,EDUCAÇÃO,29750.0,,0,S,3
21,99960.0,ALUGUEL,2.0,EDUCAÇÃO,29750.0,13.85,1,N,3
21,109480.0,ALUGUEL,5.0,PESSOAL,29750.0,13.48,1,S,3
22,109480.0,ALUGUEL,6.0,MÉDICO,29750.0,12.73,1,N,2
25,242760.0,HIPOTECA,5.0,PAGAMENTO DE DIVIDAS,33320.0,7.88,1,N,4
23,242760.0,HIPOTECA,3.0,PESSOAL,76160.0,13.11,1,S,3
25,114240.0,ALUGUEL,3.0,PAGAMENTO DE DIVIDAS,29750.0,13.72,1,S,3
23,114240.0,ALUGUEL,0.0,EDUCAÇÃO,29750.0,12.53,1,N,3
24,123760.0,ALUGUEL,8.0,MÉDICO,29750.0,6.91,1,N,4
21,242760.0,HIPOTECA,5.0,PESSOAL,28560.0,7.88,1,N,2
22,128520.0,ALUGUEL,3.0,MÉDICO,29750.0,15.99,0,S,4
22,261800.0,ALUGUEL,3.0,INVESTIMENTO,33320.0,6.91,1,N,4
24,242760.0,HIPOTECA,5.0,REFORMA,17136.0,7.14,1,N,2
24,261800.0,ALUGUEL,1.0,MÉDICO,33320.0,7.88,1,N,4
22,242760.0,HIPOTECA,3.0,EDUCAÇÃO,72352.0,10.99,1,N,4
24,242760.0,PRÓPRIO,9.0,INVESTIMENTO,47600.0,15.31,1,S,2
26,242760.0,HIPOTECA,3.0,REFORMA,47600.0,7.74,1,N,3
22,266560.0,ALUGUEL,0.0,PAGAMENTO DE DIVIDAS,33320.0,11.36,1,N,2
21,214200.0,HIPOTECA,3.0,PAGAMENTO DE DIVIDAS,38080.0,15.31,0,S,3
24,266560.0,ALUGUEL,7.0,INVESTIMENTO,33320.0,8.59,1,N,3
24,242760.0,HIPOTECA,4.0,REFORMA,40460.0,8.94,1,N,3
26,266560.0,ALUGUEL,4.0,PESSOAL,33320.0,9.07,1,N,3
25,238000.0,ALUGUEL,2.0,MÉDICO,33320.0,15.57,0,N,3
25,266579.04,ALUGUEL,3.0,MÉDICO,33320.0,14.22,1,N,4
23,275889.6,ALUGUEL,0.0,PESSOAL,33320.0,13.04,1,S,4
23,247520.0,ALUGUEL,3.0,MÉDICO,33320.0,13.85,0,N,4
24,242760.0,HIPOTECA,5.0,EDUCAÇÃO,38080.0,10.96,1,N,3
26,285600.0,ALUGUEL,9.0,PAGAMENTO DE DIVIDAS,33320.0,13.49,1,N,2
24,242874.24,HIPOTECA,8.0,REFORMA,9520.0,12.99,1,S,4
23,242931.36,HIPOTECA,7.0,EDUCAÇÃO,71400.0,13.16,1,N,4
22,285600.0,ALUGUEL,1.0,PESSOAL,33320.0,14.65,1,N,2
23,285600.0,ALUGUEL,4.0,PAGAMENTO DE DIVIDAS,33320.0,6.03,1,N,3
24,243102.72,HIPOTECA,8.0,EDUCAÇÃO,61880.0,10.95,1,N,2
25,257040.0,ALUGUEL,1.0,PAGAMENTO DE DIVIDAS,33320.0,20.89,0,N,3
22,243559.68,HIPOTECA,6.0,INVESTIMENTO,73780.0,10.99,1,N,3
24,257040.0,ALUGUEL,0.0,PAGAMENTO DE DIVIDAS,33320.0,15.99,0,S,3
25,285600.0,ALUGUEL,3.0,INVESTIMENTO,33320.0,15.62,1,N,4
25,285600.0,ALUGUEL,3.0,REFORMA,33320.0,6.92,1,N,2
23,285600.0,ALUGUEL,4.0,PAGAMENTO DE DIVIDAS,33320.0,5.79,1,N,3
26,285600.0,ALUGUEL,3.0,MÉDICO,33320.0,6.91,1,N,2
25,244188.0,HIPOTECA,7.0,INVESTIMENTO,52360.0,5.99,1,N,3
25,285600.0,ALUGUEL,0.0,MÉDICO,33320.0,9.25,1,N,2
24,285600.0,ALUGUEL,5.0,EDUCAÇÃO,33320.0,6.54,1,N,4
22,244188.0,PRÓPRIO,6.0,PESSOAL,53312.0,15.31,1,S,3
25,285600.0,ALUGUEL,9.0,MÉDICO,33320.0,10.36,1,N,4
23,244278.44,HIPOTECA,2.0,INVESTIMENTO,95200.0,10.37,1,N,3
22,285600.0,ALUGUEL,3.0,EDUCAÇÃO,33320.0,6.91,1,N,2
22,285600.0,ALUGUEL,5.0,MÉDICO,33320.0,9.99,1,N,4
22,257040.0,ALUGUEL,6.0,MÉDICO,33320.0,14.96,0,S,4
24,285600.0,ALUGUEL,0.0,INVESTIMENTO,33320.0,7.88,1,N,3
22,257040.0,ALUGUEL,2.0,PESSOAL,33320.0,14.96,0,N,3
24,285600.0,ALUGUEL,0.0,EDUCAÇÃO,33320.0,9.32,1,N,3
24,286266.4,ALUGUEL,2.0,INVESTIMENTO,33320.0,8.59,1,N,3
24,245044.8,HIPOTECA,7.0,MÉDICO,57120.0,7.88,1,N,2
22,245044.8,HIPOTECA,4.0,MÉDICO,14280.0,11.83,1,N,2
23,216484.8,HIPOTECA,7.0,PAGAMENTO DE DIVIDAS,20944.0,13.16,0,N,3
25,245101.92,HIPOTECA,2.0,EDUCAÇÃO,65688.0,10.38,1,N,4
22,287980.0,ALUGUEL,3.0,PAGAMENTO DE DIVIDAS,33320.0,12.84,1,N,2
26,245140.0,PRÓPRIO,10.0,REFORMA,71400.0,6.92,1,N,2
24,245140.0,HIPOTECA,2.0,INVESTIMENTO,29988.0,5.79,1,N,3
23,295120.0,ALUGUEL,5.0,PESSOAL,33320.0,9.91,1,N,4
26,245140.0,HIPOTECA,7.0,INVESTIMENTO,52360.0,,1,N,3
26,245140.0,HIPOTECA,3.0,REFORMA,45696.0,15.21,1,S,4
24,245140.0,HIPOTECA,6.0,MÉDICO,19040.0,7.51,1,N,2
22,245140.0,HIPOTECA,6.0,EDUCAÇÃO,35700.0,9.88,1,N,3
25,295120.0,ALUGUEL,9.0,PAGAMENTO DE DIVIDAS,33320.0,7.49,1,N,4
23,295596.0,ALUGUEL,3.0,MÉDICO,33320.0,,1,N,2
23,245616.0,HIPOTECA,4.0,EDUCAÇÃO,34272.0,10.65,1,N,3
26,299880.0,ALUGUEL,4.0,INVESTIMENTO,33320.0,14.84,1,N,2
22,304640.0,ALUGUEL,6.0,EDUCAÇÃO,33320.0,5.79,1,N,3
22,245616.0,HIPOTECA,6.0,EDUCAÇÃO,19992.0,10.59,1,N,3
23,245616.0,HIPOTECA,1.0,PAGAMENTO DE DIVIDAS,23800.0,10.59,1,N,3
23,307496.0,ALUGUEL,7.0,MÉDICO,33320.0,11.86,1,N,3
25,308448.0,ALUGUEL,1.0,PESSOAL,33320.0,12.73,1,N,2
22,309400.0,ALUGUEL,4.0,EDUCAÇÃO,33320.0,14.27,1,S,4
22,245616.0,HIPOTECA,2.0,INVESTIMENTO,33320.0,12.98,1,S,2
22,309400.0,ALUGUEL,7.0,EDUCAÇÃO,33320.0,15.99,1,N,3
25,245616.0,PRÓPRIO,2.0,INVESTIMENTO,28560.0,,1,N,4
22,309400.0,ALUGUEL,0.0,PAGAMENTO DE DIVIDAS,33320.0,12.99,1,N,2
26,245616.0,PRÓPRIO,10.0,REFORMA,71400.0,9.88,1,N,3
24,245616.0,PRÓPRIO,8.0,INVESTIMENTO,95200.0,12.87,1,N,4
26,309400.0,ALUGUEL,3.0,EDUCAÇÃO,33320.0,,1,N,2
23,309400.0,ALUGUEL,7.0,EDUCAÇÃO,33320.0,10.75,1,N,4
25,245944.44,HIPOTECA,2.0,REFORMA,57120.0,10.37,1,N,4
25,246015.84,HIPOTECA,9.0,PESSOAL,19040.0,15.99,1,N,4
26,246092.0,PRÓPRIO,2.0,REFORMA,62832.0,7.51,1,N,4
22,246568.0,HIPOTECA,4.0,EDUCAÇÃO,34272.0,11.71,1,N,3
21,246568.0,HIPOTECA,1.0,INVESTIMENTO,23800.0,9.99,1,N,3
24,309400.0,ALUGUEL,0.0,PAGAMENTO DE DIVIDAS,33320.0,11.83,1,N,2
23,246815.52,HIPOTECA,0.0,MÉDICO,47600.0,8.59,1,N,2
23,309400.0,ALUGUEL,0.0,INVESTIMENTO,33320.0,10.71,1,N,2
21,309400.0,ALUGUEL,0.0,INVESTIMENTO,33320.0,,1,N,4
22,247044.0,HIPOTECA,5.0,INVESTIMENTO,67116.0,11.49,1,N,2
23,314160.0,ALUGUEL,2.0,EDUCAÇÃO,33320.0,7.66,1,N,3
24,247481.92,HIPOTECA,9.0,PESSOAL,71400.0,13.98,1,N,3
22,314160.0,ALUGUEL,0.0,EDUCAÇÃO,33320.0,9.99,1,N,4
24,247500.96,HIPOTECA,3.0,PESSOAL,33320.0,7.49,1,N,3
24,314160.0,ALUGUEL,2.0,INVESTIMENTO,33320.0,11.49,1,N,3
24,285600.0,ALUGUEL,8.0,EDUCAÇÃO,33320.0,7.51,0,N,4
21,247500.96,HIPOTECA,1.0,EDUCAÇÃO,85680.0,8.49,1,N,2
26,247500.96,HIPOTECA,8.0,PAGAMENTO DE DIVIDAS,85680.0,8.49,1,N,3
23,247500.96,HIPOTECA,3.0,PESSOAL,23800.0,6.92,1,N,3
24,247500.96,HIPOTECA,0.0,PESSOAL,57120.0,10.74,1,N,3
25,318920.0,ALUGUEL,3.0,EDUCAÇÃO,33320.0,8.94,1,N,4
25,218940.96,HIPOTECA,9.0,REFORMA,52360.0,12.68,0,N,2
26,321538.0,ALUGUEL,3.0,MÉDICO,33320.0,8.9,1,N,2
23,322499.52,ALUGUEL,3.0,EDUCAÇÃO,33320.0,6.62,1,N,4
22,247500.96,PRÓPRIO,6.0,INVESTIMENTO,39984.0,12.98,1,S,4
23,327012.0,ALUGUEL,2.0,INVESTIMENTO,33320.0,12.53,1,N,4
25,330820.0,ALUGUEL,7.0,MÉDICO,33320.0,10.78,1,S,3
22,258944.0,ALUGUEL,2.0,MÉDICO,33320.0,,0,S,2
25,247500.96,HIPOTECA,6.0,INVESTIMENTO,33320.0,,1,N,3
25,333200.0,ALUGUEL,2.0,MÉDICO,33320.0,13.79,1,S,3
22,247500.96,HIPOTECA,6.0,PESSOAL,28560.0,7.88,1,N,4
25,334894.56,ALUGUEL,8.0,REFORMA,33320.0,7.29,1,N,4
22,247500.96,PRÓPRIO,7.0,INVESTIMENTO,28560.0,10.75,1,N,2
22,247500.96,HIPOTECA,6.0,EDUCAÇÃO,45696.0,7.14,1,N,4
23,342720.0,ALUGUEL,0.0,MÉDICO,33320.0,7.9,1,N,2
23,342720.0,ALUGUEL,7.0,EDUCAÇÃO,33320.0,13.11,1,S,4
26,342720.0,ALUGUEL,8.0,PESSOAL,33320.0,9.32,1,N,2
23,315816.48,ALUGUEL,0.0,INVESTIMENTO,33320.0,17.04,0,N,4
21,218940.96,HIPOTECA,2.0,EDUCAÇÃO,80920.0,13.16,0,S,4
25,346052.0,ALUGUEL,4.0,REFORMA,33320.0,14.84,1,S,2
26,247500.96,HIPOTECA,10.0,PESSOAL,7140.0,9.7,1,N,3
23,357000.0,ALUGUEL,2.0,PESSOAL,33320.0,6.0,1,N,3
26,357000.0,ALUGUEL,0.0,PAGAMENTO DE DIVIDAS,33320.0,8.9,1,N,4
25,357000.0,ALUGUEL,4.0,MÉDICO,33320.0,7.49,1,N,2
24,357000.0,ALUGUEL,2.0,REFORMA,33320.0,10.74,1,N,3
23,218960.0,HIPOTECA,5.0,PESSOAL,45220.0,12.69,0,N,4
22,357000.0,ALUGUEL,5.0,EDUCAÇÃO,33320.0,10.99,1,N,2
22,247520.0,HIPOTECA,6.0,INVESTIMENTO,57120.0,6.62,1,N,3
23,360808.0,ALUGUEL,0.0,PESSOAL,33320.0,6.54,1,N,2
22,361760.0,ALUGUEL,6.0,EDUCAÇÃO,33320.0,11.12,1,N,2
22,247520.0,HIPOTECA,5.0,EDUCAÇÃO,28560.0,7.9,1,N,4
24,372708.0,ALUGUEL,2.0,INVESTIMENTO,33320.0,6.03,1,N,3
24,247520.0,HIPOTECA,2.0,EDUCAÇÃO,85680.0,11.71,1,N,3
24,376040.0,ALUGUEL,3.0,PESSOAL,33320.0,12.54,1,N,3
22,380800.0,ALUGUEL,4.0,PAGAMENTO DE DIVIDAS,33320.0,6.62,1,N,3
23,352240.0,ALUGUEL,7.0,REFORMA,33320.0,6.03,0,N,3
22,380800.0,ALUGUEL,4.0,PESSOAL,33320.0,7.51,1,N,2
23,380800.0,ALUGUEL,1.0,INVESTIMENTO,33320.0,7.14,1,N,2
26,382704.0,ALUGUEL,6.0,INVESTIMENTO,33320.0,10.65,1,N,2
23,247520.0,HIPOTECA,5.0,EDUCAÇÃO,60928.0,10.65,1,N,2
23,247520.0,PRÓPRIO,7.0,EDUCAÇÃO,28560.0,,1,N,3
24,390320.0,ALUGUEL,8.0,EDUCAÇÃO,33320.0,10.0,1,N,4
25,247520.0,HIPOTECA,8.0,REFORMA,69020.0,10.65,1,N,4
23,361760.0,ALUGUEL,0.0,PESSOAL,33320.0,14.96,0,N,4
23,247520.0,HIPOTECA,7.0,EDUCAÇÃO,104720.0,7.51,1,N,2
26,395080.0,ALUGUEL,6.0,MÉDICO,33320.0,13.49,1,S,3
23,247520.0,HIPOTECA,7.0,EDUCAÇÃO,39984.0,8.9,1,N,2
21,247520.0,PRÓPRIO,1.0,EDUCAÇÃO,62832.0,12.42,1,N,2
26,247520.0,HIPOTECA,2.0,EDUCAÇÃO,28560.0,8.9,1,N,4
26,247520.0,PRÓPRIO,10.0,PESSOAL,47600.0,8.9,1,N,3
24,247520.0,HIPOTECA,9.0,INVESTIMENTO,53788.0,,1,N,3
23,396203.36,ALUGUEL,6.0,EDUCAÇÃO,33320.0,6.92,1,N,2
21,247520.0,HIPOTECA,5.0,PAGAMENTO DE DIVIDAS,23800.0,7.9,1,N,3
25,315588.0,ALUGUEL,3.0,MÉDICO,33320.0,9.25,0,N,3
21,247520.0,HIPOTECA,4.0,PESSOAL,9520.0,15.62,1,N,4
25,247520.0,HIPOTECA,8.0,EDUCAÇÃO,18564.0,,1,N,4
21,247520.0,HIPOTECA,5.0,PAGAMENTO DE DIVIDAS,63070.0,5.99,1,N,2
26,247520.0,HIPOTECA,6.0,PESSOAL,15708.0,10.99,1,N,2
26,404600.0,ALUGUEL,10.0,EDUCAÇÃO,33320.0,12.42,1,N,4
24,130000.36,ALUGUEL,1.0,MÉDICO,29750.0,12.87,1,S,4
25,247520.0,HIPOTECA,3.0,PESSOAL,28560.0,8.49,1,N,3
22,135660.0,ALUGUEL,2.0,REFORMA,29750.0,14.84,0,N,4
24,138040.0,ALUGUEL,0.0,PAGAMENTO DE DIVIDAS,29750.0,10.99,1,N,2
22,138516.0,ALUGUEL,2.0,PESSOAL,29750.0,16.07,0,S,3
25,138611.19999999998,ALUGUEL,1.0,INVESTIMENTO,29750.0,15.96,1,S,3
26,218960.0,HIPOTECA,8.0,REFORMA,33320.0,9.99,0,N,3
24,218960.0,HIPOTECA,,MÉDICO,47600.0,15.99,0,N,3
25,218960.0,HIPOTECA,5.0,MÉDICO,28560.0,10.99,0,N,3
23,182784.0,ALUGUEL,3.0,PAGAMENTO DE DIVIDAS,29750.0,8.9,1,N,4
26,247520.0,PRÓPRIO,10.0,INVESTIMENTO,38080.0,8.49,1,N,3
23,257040.0,ALUGUEL,3.0,PAGAMENTO DE DIVIDAS,29750.0,6.99,1,N,3
24,60090.24,ALUGUEL,,INVESTIMENTO,29988.0,13.85,0,N,3
21,142800.0,ALUGUEL,2.0,PAGAMENTO DE DIVIDAS,29988.0,11.71,1,N,3
24,428400.0,ALUGUEL,0.0,MÉDICO,33320.0,13.99,1,N,4
22,428400.0,ALUGUEL,2.0,PESSOAL,33320.0,8.88,1,N,3
24,218960.0,HIPOTECA,8.0,PESSOAL,138516.0,12.99,0,S,2
